NACA 0009
1.00000000	0.00000000
0.99726095	0.00029034
0.98907380	0.00115240
0.97552826	0.00255998
0.95677273	0.00447157
0.93301270	0.00683305
0.90450850	0.00958098
0.87157241	0.01264563
0.83456530	0.01595346
0.79389263	0.01942865
0.75000000	0.02299355
0.70336832	0.02656825
0.65450850	0.03006954
0.60395585	0.03340981
0.55226423	0.03649651
0.50000000	0.03923269
0.44773577	0.04151896
0.39604415	0.04325703
0.34549150	0.04435455
0.29663168	0.04473090
0.25000000	0.04432307
0.20610737	0.04309083
0.16543470	0.04102034
0.12842759	0.03812549
0.09549150	0.03444646
0.06698730	0.03004559
0.04322727	0.02500073
0.02447174	0.01939686
0.01092620	0.01331696
0.00273905	0.00683327
0.00000000	0.00000000
0.00273905	-0.00683327
0.01092620	-0.01331696
0.02447174	-0.01939686
0.04322727	-0.02500073
0.06698730	-0.03004559
0.09549150	-0.03444646
0.12842759	-0.03812549
0.16543470	-0.04102034
0.20610737	-0.04309083
0.25000000	-0.04432307
0.29663168	-0.04473090
0.34549150	-0.04435455
0.39604415	-0.04325703
0.44773577	-0.04151896
0.50000000	-0.03923269
0.55226423	-0.03649651
0.60395585	-0.03340981
0.65450850	-0.03006954
0.70336832	-0.02656825
0.75000000	-0.02299355
0.79389263	-0.01942865
0.83456530	-0.01595346
0.87157241	-0.01264563
0.90450850	-0.00958098
0.93301270	-0.00683305
0.95677273	-0.00447157
0.97552826	-0.00255998
0.98907380	-0.00115240
0.99726095	-0.00029034
1.00000000	0.00000000

