NACA 4412
1.00000000	0.00000000
0.99747721	0.00074795
0.98943500	0.00296703
0.97611721	0.00658221
0.95765285	0.01147334
0.93422263	0.01748118
0.90605876	0.02441509
0.87344416	0.03206138
0.83671104	0.04019146
0.79623871	0.04856918
0.75245061	0.05695702
0.70581066	0.06512101
0.65681899	0.07283461
0.60600723	0.07988207
0.55393337	0.08606176
0.50117616	0.09119013
0.44832896	0.09510649
0.39592909	0.09767653
0.34386844	0.09838034
0.29353399	0.09689710
0.24555655	0.09331434
0.20053831	0.08779576
0.15903945	0.08057464
0.12156603	0.07194236
0.08856023	0.06223234
0.06039365	0.05180021
0.03736373	0.04100152
0.01969341	0.03016863
0.00753295	0.01958871
0.00096333	0.00948456
0.00000000	0.00000000
0.00451477	-0.00838825
0.01431945	-0.01526945
0.02925008	-0.02066744
0.04909081	-0.02463026
0.07358095	-0.02723247
0.10242277	-0.02857773
0.13528915	-0.02880100
0.17182994	-0.02806911
0.21167644	-0.02657903
0.25444345	-0.02455324
0.29972937	-0.02223186
0.34711456	-0.01986187
0.39615922	-0.01768407
0.44714258	-0.01561435
0.49882384	-0.01341529
0.55059509	-0.01121801
0.60190446	-0.00913119
0.65219801	-0.00723474
0.70092598	-0.00557875
0.74754939	-0.00418537
0.79154654	-0.00305313
0.83241957	-0.00216282
0.86970067	-0.00148396
0.90295823	-0.00098092
0.93180277	-0.00061810
0.95589261	-0.00036351
0.97493930	-0.00019096
0.98871260	-0.00008081
0.99704469	-0.00001975
1.00000000	0.00000000

