NACA 4415
1.00000000	0.00000000
0.99753127	0.00084376
0.98952530	0.00334776
0.97626445	0.00742844
0.95787288	0.01295233
0.93452511	0.01974274
0.90644633	0.02758850
0.87391210	0.03625324
0.83724747	0.04548424
0.79682523	0.05502032
0.75306327	0.06459810
0.70642125	0.07395677
0.65739661	0.08284166
0.60652008	0.09100728
0.55435066	0.09822056
0.50147020	0.10426498
0.44847726	0.10894618
0.39590032	0.11209669
0.34346268	0.11316175
0.29275957	0.11179039
0.24444569	0.10805091
0.19914605	0.10209652
0.15744064	0.09415960
0.11985064	0.08454010
0.08682742	0.07358846
0.05874523	0.06168393
0.03589785	0.04920961
0.01849882	0.03652650
0.00668463	0.02394836
0.00051940	0.01171991
0.00000000	0.00000000
0.00495870	-0.01062111
0.01516777	-0.01962433
0.03044466	-0.02701859
0.05055669	-0.03283012
0.07522936	-0.03710692
0.10415559	-0.03992412
0.13700454	-0.04138910
0.17342875	-0.04164508
0.21306870	-0.04087196
0.25555431	-0.03928357
0.30050379	-0.03712081
0.34752033	-0.03464100
0.39618799	-0.03210407
0.44699428	-0.02945487
0.49852980	-0.02649180
0.55017780	-0.02337916
0.60139161	-0.02025929
0.65162038	-0.01724503
0.70031540	-0.01441793
0.74693673	-0.01182989
0.79096002	-0.00950756
0.83188313	-0.00745861
0.86923273	-0.00567844
0.90257067	-0.00415651
0.93150029	-0.00288136
0.95567258	-0.00184373
0.97479207	-0.00103802
0.98862230	-0.00046204
0.99699062	-0.00011586
1.00000000	0.00000000

