NACA 0021
1.00000000	0.00000000
0.99726095	0.00067745
0.98907380	0.00268893
0.97552826	0.00597330
0.95677273	0.01043365
0.93301270	0.01594378
0.90450850	0.02235562
0.87157241	0.02950648
0.83456530	0.03722474
0.79389263	0.04533351
0.75000000	0.05365161
0.70336832	0.06199259
0.65450850	0.07016227
0.60395585	0.07795623
0.55226423	0.08515852
0.50000000	0.09154294
0.44773577	0.09687758
0.39604415	0.10093307
0.34549150	0.10349395
0.29663168	0.10437210
0.25000000	0.10342049
0.20610737	0.10054526
0.16543470	0.09571413
0.12842759	0.08895947
0.09549150	0.08037507
0.06698730	0.07010638
0.04322727	0.05833504
0.02447174	0.04525934
0.01092620	0.03107291
0.00273905	0.01594429
0.00000000	0.00000000
0.00273905	-0.01594429
0.01092620	-0.03107291
0.02447174	-0.04525934
0.04322727	-0.05833504
0.06698730	-0.07010638
0.09549150	-0.08037507
0.12842759	-0.08895947
0.16543470	-0.09571413
0.20610737	-0.10054526
0.25000000	-0.10342049
0.29663168	-0.10437210
0.34549150	-0.10349395
0.39604415	-0.10093307
0.44773577	-0.09687758
0.50000000	-0.09154294
0.55226423	-0.08515852
0.60395585	-0.07795623
0.65450850	-0.07016227
0.70336832	-0.06199259
0.75000000	-0.05365161
0.79389263	-0.04533351
0.83456530	-0.03722474
0.87157241	-0.02950648
0.90450850	-0.02235562
0.93301270	-0.01594378
0.95677273	-0.01043365
0.97552826	-0.00597330
0.98907380	-0.00268893
0.99726095	-0.00067745
1.00000000	0.00000000

