NACA 0006
1.00000000	0.00000000
0.99726095	0.00019356
0.98907380	0.00076826
0.97552826	0.00170666
0.95677273	0.00298104
0.93301270	0.00455537
0.90450850	0.00638732
0.87157241	0.00843042
0.83456530	0.01063564
0.79389263	0.01295243
0.75000000	0.01532903
0.70336832	0.01771217
0.65450850	0.02004636
0.60395585	0.02227321
0.55226423	0.02433101
0.50000000	0.02615513
0.44773577	0.02767931
0.39604415	0.02883802
0.34549150	0.02956970
0.29663168	0.02982060
0.25000000	0.02954871
0.20610737	0.02872722
0.16543470	0.02734689
0.12842759	0.02541699
0.09549150	0.02296431
0.06698730	0.02003039
0.04322727	0.01666715
0.02447174	0.01293124
0.01092620	0.00887797
0.00273905	0.00455551
0.00000000	0.00000000
0.00273905	-0.00455551
0.01092620	-0.00887797
0.02447174	-0.01293124
0.04322727	-0.01666715
0.06698730	-0.02003039
0.09549150	-0.02296431
0.12842759	-0.02541699
0.16543470	-0.02734689
0.20610737	-0.02872722
0.25000000	-0.02954871
0.29663168	-0.02982060
0.34549150	-0.02956970
0.39604415	-0.02883802
0.44773577	-0.02767931
0.50000000	-0.02615513
0.55226423	-0.02433101
0.60395585	-0.02227321
0.65450850	-0.02004636
0.70336832	-0.01771217
0.75000000	-0.01532903
0.79389263	-0.01295243
0.83456530	-0.01063564
0.87157241	-0.00843042
0.90450850	-0.00638732
0.93301270	-0.00455537
0.95677273	-0.00298104
0.97552826	-0.00170666
0.98907380	-0.00076826
0.99726095	-0.00019356
1.00000000	0.00000000

