NACA 2408
1.00000000	0.00000000
0.99733351	0.00043965
0.98919497	0.00174391
0.97572577	0.00386906
0.95706777	0.00674515
0.93341812	0.01027975
0.90502767	0.01436264
0.87219889	0.01887078
0.83528304	0.02367299
0.79467689	0.02863405
0.75081872	0.03361795
0.70418382	0.03849020
0.65527958	0.04311957
0.60464017	0.04737941
0.55282085	0.05114917
0.50039213	0.05431637
0.44793351	0.05677929
0.39600580	0.05844949
0.34495033	0.05905228
0.29559808	0.05841324
0.24851573	0.05655967
0.20424450	0.05356048
0.16329202	0.04952425
0.12612471	0.04459446
0.09316120	0.03894196
0.06476684	0.03275473
0.04124975	0.02622575
0.02285823	0.01953979
0.00977932	0.01286033
0.00213854	0.00631775
0.00000000	0.00000000
0.00333957	-0.00577080
0.01207308	-0.01070302
0.02608526	-0.01479246
0.04520479	-0.01804413
0.06920776	-0.02047537
0.09782181	-0.02211941
0.13073046	-0.02302849
0.16757738	-0.02327588
0.20797024	-0.02295595
0.25148427	-0.02218218
0.29766527	-0.02108276
0.34603267	-0.01979416
0.39608251	-0.01845333
0.44753803	-0.01703281
0.49960787	-0.01542814
0.55170761	-0.01372615
0.60327152	-0.01200255
0.65373741	-0.01031804
0.70255282	-0.00871738
0.74918128	-0.00723043
0.79310836	-0.00587441
0.83384757	-0.00465719
0.87094594	-0.00358078
0.90398932	-0.00264450
0.93260728	-0.00184738
0.95647768	-0.00118963
0.97533074	-0.00067303
0.98895263	-0.00030055
0.99718839	-0.00007540
1.00000000	0.00000000

